TITULO;IMPACTO;TIEMPO_SOLUCION
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AKUMAR BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1078594  Nombre: Venkata Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 27/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  6. Permiso de execute DBMS_PROFILER;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes. Hay muchos problemas activos/incidentes en Activas. Por lo tanto, estaremos automatizando los scripts para tener una pronta solución de los IM para el área de soporte G-OS23.  usuario: GKUMAR BD: OPFCGGUS Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 531409  Nombre: Gaurav Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 27/08/2024   Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga:  1. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  2. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  3. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  -----------------------------------------------------------------------------------  GRANT PERMISOS DE DDL a GKUMAR en el esquema de GKUMAR.  4.GRANT select sobre el esquema ADMFCA,  5.ALTER user GKUMAR QUOTA 100M on USERS,  6.GRANT 15GB TABLESPACE to GKUMAR,  7. CREATE  GRANT CREATE OBJETOS a GKUMAR,  Eg: GRANT CREATE TABLE, VIEW, CREATE PROCEDURE, CREATE SEQUENCE, CREATE TRIGGER, CREATE SYNONYM, etc to GKUMAR,  8. ALTER  GRANT ALTER OBJETOS a GKUMAR,  Eg: GRANT ALTER TABLE to GKUMAR, GRANT ALTER VIEW to GKUMAR, GRANT ALTER PROCEDURE to GKUMAR, GRANT ALTER SEQUENCE to GKUMAR, GRANT ALTER TRIGGER to GKUMAR, GRANT ALTER SYNONYM to GKUMAR,  9. INSERT, UPDATE y DELETE  GRANT INSERT, UPDATE y DELETE TABLE to GKUMAR,  10. DROP  GRANT DROP OBJETOS a GKUMAR,  Eg: GRANT Drop TABLE to GKUMAR, GRANT Drop VIEW to GKUMAR, GRANT Drop PROCEDURE to GKUMAR, GRANT Drop SEQUENCE to GKUMAR, GRANT Drop TRIGGER to GKUMAR, GRANT Drop SYNONYM to GKUMAR,  11. Asigna el perfile de APL_SOPORTE_DML,  12. grant select on admfca.cltm_product_cu to GKUMAR,  13. grant select on admfca.cltm_product_class to GKUMAR,  14. grant select on admfca.CLTM_ECONOMIC_DESTINATION to GKUMAR,  15. grant select on admfca.cltm_product_c1 to GKUMAR,  16. grant select on admfca.acvw_all_ac_entries to GKUMAR,  17. grant select on admfca.cltm_product to GKUMAR,  18. grant select on admfca.cltb_amount_recd to GKUMAR,;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes. Hay muchos problemas activos/incidentes en Activas. Por lo tanto, estaremos automatizando los scripts para tener una pronta solución de los IM para el área de soporte G-OS23.  usuario: PSAHALLY BD: OPFCGGUS Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 367423  Nombre: Puttalingegowda Sahally Lingaiah Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 27/08/2024   Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga:  1. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  2. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  3. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  -----------------------------------------------------------------------------------  GRANT PERMISOS DE DDL a PSAHALLY en el esquema de PSAHALLY.  4. CREATE  GRANT CREATE OBJETOS a PSAHALLY  Eg: GRANT CREATE TABLE, VIEW, CREATE PROCEDURE, CREATE SEQUENCE, CREATE TRIGGER, CREATE SYNONYM, etc to PSAHALLY,  5. ALTER  GRANT ALTER OBJETOS a PSAHALLY,  Eg: GRANT ALTER TABLE to PSAHALLY, GRANT ALTER VIEW to PSAHALLY, GRANT ALTER PROCEDURE to PSAHALLY, GRANT ALTER SEQUENCE to PSAHALLY, GRANT ALTER TRIGGER to PSAHALLY, GRANT ALTER SYNONYM to PSAHALLY,  6. INSERT, UPDATE y DELETE  GRANT INSERT, UPDATE y DELETE TABLE to PSAHALLY,  7. DROP  GRANT DROP OBJETOS a PSAHALLY,  Eg: GRANT Drop TABLE to PSAHALLY, GRANT Drop VIEW to PSAHALLY, GRANT Drop PROCEDURE to PSAHALLY, GRANT Drop SEQUENCE to PSAHALLY, GRANT Drop TRIGGER to PSAHALLY, GRANT Drop SYNONYM to PSAHALLY,  8. Asigna el perfile de APL_SOPORTE_DML;Baja;30
Por favor desplegar en OPCBSP  Paso 1 . Desplegar las unidades  sql  STEP-22  STEP-2.1-clpks_schedule_rebuild_dao.spc STEP-2.2-clpks_schedule_rebuild_dao.sql STEP-2.4-clpks_schedule_rebuild.sql  Por favor ejecutar en el orden descrito anteriormente.;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes. Hay muchos problemas activos/incidentes en Activas. Por lo tanto, estaremos automatizando los scripts para tener una pronta solución de los IM para el área de soporte G-OS23.  usuario: RPARAMASIVAN BD: OPFCGGUS Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 968846089599  Nombre: RAMESH PARAMASIVAN Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 27/08/2024   Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga:  1. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  2. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  3. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  -----------------------------------------------------------------------------------  GRANT PERMISOS DE DDL a RPARAMASIVAN en el esquema de RPARAMASIVAN.  4. CREATE  GRANT CREATE OBJETOS a RPARAMASIVAN  Eg: GRANT CREATE TABLE, VIEW, CREATE PROCEDURE, CREATE SEQUENCE, CREATE TRIGGER, CREATE SYNONYM, etc to RPARAMASIVAN,  5. ALTER  GRANT ALTER OBJETOS a RPARAMASIVAN,  Eg: GRANT ALTER TABLE to RPARAMASIVAN, GRANT ALTER VIEW to RPARAMASIVAN, GRANT ALTER PROCEDURE to RPARAMASIVAN, GRANT ALTER SEQUENCE to RPARAMASIVAN, GRANT ALTER TRIGGER to RPARAMASIVAN, GRANT ALTER SYNONYM to RPARAMASIVAN,  6. INSERT, UPDATE y DELETE  GRANT INSERT, UPDATE y DELETE TABLE to RPARAMASIVAN,  7. DROP  GRANT DROP OBJETOS a RPARAMASIVAN,  Eg: GRANT Drop TABLE to RPARAMASIVAN, GRANT Drop VIEW to RPARAMASIVAN, GRANT Drop PROCEDURE to RPARAMASIVAN, GRANT Drop SEQUENCE to RPARAMASIVAN, GRANT Drop TRIGGER to RPARAMASIVAN, GRANT Drop SYNONYM to RPARAMASIVAN,  8. Asigna el perfile de APL_SOPORTE_DML;Baja;30
Paso 1: N/A  Paso 2: Ejecutar el script del archivo Query CREATE STG_ACTB_DAILY_LOG_BASE en la base de datos OPDSTG;Baja;30
Paso 1: N/A  Paso 2: Ejecutar el script CREACION DE INDICE 1.txt en la base de datos OPSTAGE;Baja;30
"Paso 1: N/A  Paso 2: Ejecutar el script que se encuentra en el archivo ""CREACION_NUEVOS_INDICES:txt"" en la base de datos OPSTAGE";Baja;30
Buenos dias,  por favor realizar un Back Up del paquete ACPKS.SQL del esquema FCJADM de l ambiente de produccion OPCBSP APBOG55A;Sin Definir;30
Tipo de usuario: Base de datos Ambiente: Producción Aplicación: BOAC Esquema admin_ac Servidor: 10.120.26.24 Información enmascarada en el ambiente? NO Tipo de persona: Funcionario Cédula: 75030991 Usuario: JJGARCIA Nombre: John Jairo Garcia Pineda  Perfil: Desarrollador  Permisos especiales: SELECT, UPDATE,INSERT, DELETE del esquema admin_ac sobre la tabla BOCCREDITO_ROTATIVO Vigencia (días): 2 días Fecha fin vigencia: Desde 22/08/2024 hasta 23/08/2024    Justificación: Atención de incidente IM1189265  en AC;Baja;30
Solicitud de permisos para ejecutar Script sobre la BD OPACE, para el control de cambios 	 Nombre completo del funcionario que va a ejercer la tarea: Angel Felipe Uribe Otaya Usuario de red:	AFURIBE Dias que se solicitan los permisos : 5 dias Código de empleado:	N/A Base de datos y aplicativo al cual debe ingresar:	BASE DE DATOS:OPACE ESQUEMA:ADMESB  TABLAS:TODAS Permisos que requiere tener sobre la Base de Datos: Select,Modificar, Eliminar, insertar Justificación de la solicitud: ejecutar Script sobre la BD OPACE,  para proyecto ESB ACE 12  Producción Se adjuntan insert a ejecutar en la BD;Baja;30
Buenas tardes, por favor desplegar en OPCBSP  Paso 1 . Desplegar las unidades  sql  /STEP-23  STEP-2.0.1-clpks_schedule_rebuild_types.spc STEP-2.1-clpks_schedule_rebuild_dao.spc STEP-2.2-clpks_schedule_rebuild_dao.sql STEP-2.4-clpks_schedule_rebuild.sql  Por favor ejecutar en el orden descrito anteriormente.;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: GPRASAD BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 638895  Nombre: Ganesh Prasad Das Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 30/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AFPINZON BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1221978010  Nombre: Andres Felipe Pinzon Baldio Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 30/08/2024   Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
Se solicitan los siguientes permisos:  Tipo de usuario: Base de datos Ambiente: Producción Aplicación: OPCART Esquema CARTERA,CONTABILIDAD,CUBOS Servidor: 10.120.26.24 Información enmascarada en el ambiente? NO Tipo de persona: Funcionario Cédula: 1144130985 Código de empleado: 73017  Usuario: RLEONR Nombre: Ruben Dario Leon Rivera  Perfil: -  Permisos especiales: INSERT, DELETE, SELECT, UPDATE, EXECUTE PARA EL ESQUEMA CARTERA,CONTABILIDAD y CUBOS PARA LA BD OPCART  Vigencia (días): 5 días (Habiles)  Fecha fin vigencia: Desde 26/08/2024 hasta 30/08/2024  Justificación: Atención de Soporte Nocturno de SISCAR CLIENTES;Baja;30
Tipo de usuario: Base de datos Ambiente: Producción Aplicación: OPCBSP Esquema ADMFCA Servidor: 10.120.26.24 Información enmascarada en el ambiente? NO Tipo de persona: Funcionario Cédula: 1102386691    Usuario: EJRODRIGUEZC Nombre: Edinson Rodriguez    Perfil: Desarrollador    Permisos especiales: SELECT, UPDATE, INSERT, DELETE, EXECUTE sobre ADMFCA     Vigencia (días): 5 días    Fecha fin vigencia: Desde 26/08/2024 hasta 31/08/2024    Justificación: Atención de Soporte Nocturno de Flexcube y ejecucion de temas de sanity check;Baja;30
IM/Codigo RQ: PYMD-1199, PYMD-1210, PYMD-1211 Nombre completo del funcionario que va a ejercer la tarea:  Nestor Alexander Rubio Valero Usuario de red: nrubio Código de empleado: 90009117 Base de datos y aplicativo al cual debe ingresar    MDM(OPMDM) ESQUEMA ADMMDM Permisos que requiere tener sobre la Base de Datos  Permisos DML (SELECT, UPDATE, INSERT, DELETE) sobre todos los objetos del esquema ADMMDM Instancia: OPMDM Esquema: ADMMDM Tiempo de duración del permiso:  3 Días Solicitante TI: Wilson Jair Rodriguez Leon Justificación de la solicitud  DESCRIPCIÓN: Se requiere realizar ejecuciones de script para configurar tx de search ligero, implementación ajuste SIIF y ODS TC ANÁLISIS Y SOLUCIÓN: No es viable ejecutar sentencias por medio de GOAW ya que no es posible crear flujosBaseDatos en ClearQuest y la opción que reemplaza esta opción por Service Manager aún no se encuentra lista para atender cambios sobre la BD de OPMDM. Riesgo: Bajo;Baja;30
Solicito de su amable ayuda para otorgar los siguientes permisos sobre la base de datos de SARC Producción - OPSARC: Usuarios: DFOviedo, Dsolartep BD: OPSARC Servidor: LPBOG38V Permisos: debug y execute sobre USR_APLSARC.PKG_RENUMERACION_OBLIGACIONES y USR_APLSARC.FNRETORNANUMEROSARC Permisos: Select,Insert, Update y Delete sobre los esquemas ADMSARC y ADMCREDITO Aplicación: SARC Ambiente: Producción Tiempo: 5 días Fecha inicio: 22/08/2024 Fecha fin: 26/08/2024 Código empleado: 40217, 91424 Nombre: Diego Fernando Oviedo, Daniel Ricardo Solarte Palacios Perfil: Desarrollador Justificacioón: Se requiere realizar la ejecución del proceso de renumeración de obligaciones en el SARC;Baja;30
Descripción General: Se requieren permisos para realizar soporte, por medio de insert y updates en la base de datos: usuario: AARIASS BD: OPOIM, lpbog80v-lpbog81v Aplicación: IAM ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Funcionaria Código empleado O Cedula: 95034  Nombre: Davidson Arley Arias Sarmiento Perfil: Funcionario Vigencia: 5 días Fin de la vigencia: 28/08/24 19:00 pm  Permisos: ADM_VISTAUT y ADM_REGNOVFUT Tipo objetos : TABLAS ADM_VISTAUT.Tbl_Vista_Autoritativa ADM_VISTAUT.Tbl_Codigos_Disponibles_Emp TEST5_OIM.usr SRH_FA_USER_LOGIN  Esquema: ADM_VISTAUT ADM_REGNOVFUT TEST5_OIM;Baja;30
Paso 1: N/A  Paso 2: Ejecutar el script CREACION_INDICES_STAGE en la base de datos OPSTAGE;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: VKUMAR BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1078594  Nombre: Venkata Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 31/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  6. Permiso de execute DBMS_PROFILER;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AKUMAR BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1078594  Nombre: Venkata Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 31/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  6. Permiso de execute DBMS_PROFILER;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes. Hay muchos problemas activos/incidentes en Activas. Por lo tanto, estaremos automatizando los scripts para tener una pronta solución de los IM para el área de soporte G-OS23.  usuario: GKUMAR BD: OPFCGGUS Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 531409  Nombre: Gaurav Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 31/08/2024   Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga:  1. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  2. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  3. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  -----------------------------------------------------------------------------------  GRANT PERMISOS DE DDL a GKUMAR en el esquema de GKUMAR.  4.GRANT select sobre el esquema ADMFCA,  5.ALTER user GKUMAR QUOTA 100M on USERS,  6.GRANT 15GB TABLESPACE to GKUMAR,  7. CREATE  GRANT CREATE OBJETOS a GKUMAR,  Eg: GRANT CREATE TABLE, VIEW, CREATE PROCEDURE, CREATE SEQUENCE, CREATE TRIGGER, CREATE SYNONYM, etc to GKUMAR,  8. ALTER  GRANT ALTER OBJETOS a GKUMAR,  Eg: GRANT ALTER TABLE to GKUMAR, GRANT ALTER VIEW to GKUMAR, GRANT ALTER PROCEDURE to GKUMAR, GRANT ALTER SEQUENCE to GKUMAR, GRANT ALTER TRIGGER to GKUMAR, GRANT ALTER SYNONYM to GKUMAR,  9. INSERT, UPDATE y DELETE  GRANT INSERT, UPDATE y DELETE TABLE to GKUMAR,  10. DROP  GRANT DROP OBJETOS a GKUMAR,  Eg: GRANT Drop TABLE to GKUMAR, GRANT Drop VIEW to GKUMAR, GRANT Drop PROCEDURE to GKUMAR, GRANT Drop SEQUENCE to GKUMAR, GRANT Drop TRIGGER to GKUMAR, GRANT Drop SYNONYM to GKUMAR,  11. Asigna el perfile de APL_SOPORTE_DML,  12. grant select on admfca.cltm_product_cu to GKUMAR,  13. grant select on admfca.cltm_product_class to GKUMAR,  14. grant select on admfca.CLTM_ECONOMIC_DESTINATION to GKUMAR,  15. grant select on admfca.cltm_product_c1 to GKUMAR,  16. grant select on admfca.acvw_all_ac_entries to GKUMAR,  17. grant select on admfca.cltm_product to GKUMAR,  18. grant select on admfca.cltb_amount_recd to GKUMAR,;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes. Hay muchos problemas activos/incidentes en Activas. Por lo tanto, estaremos automatizando los scripts para tener una pronta solución de los IM para el área de soporte G-OS23.  usuario: PSAHALLY BD: OPFCGGUS Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 367423  Nombre: Puttalingegowda Sahally Lingaiah Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 31/08/2024   Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga:  1. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  2. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  3. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  -----------------------------------------------------------------------------------  GRANT PERMISOS DE DDL a PSAHALLY en el esquema de PSAHALLY.  4. CREATE  GRANT CREATE OBJETOS a PSAHALLY  Eg: GRANT CREATE TABLE, VIEW, CREATE PROCEDURE, CREATE SEQUENCE, CREATE TRIGGER, CREATE SYNONYM, etc to PSAHALLY,  5. ALTER  GRANT ALTER OBJETOS a PSAHALLY,  Eg: GRANT ALTER TABLE to PSAHALLY, GRANT ALTER VIEW to PSAHALLY, GRANT ALTER PROCEDURE to PSAHALLY, GRANT ALTER SEQUENCE to PSAHALLY, GRANT ALTER TRIGGER to PSAHALLY, GRANT ALTER SYNONYM to PSAHALLY,  6. INSERT, UPDATE y DELETE  GRANT INSERT, UPDATE y DELETE TABLE to PSAHALLY,  7. DROP  GRANT DROP OBJETOS a PSAHALLY,  Eg: GRANT Drop TABLE to PSAHALLY, GRANT Drop VIEW to PSAHALLY, GRANT Drop PROCEDURE to PSAHALLY, GRANT Drop SEQUENCE to PSAHALLY, GRANT Drop TRIGGER to PSAHALLY, GRANT Drop SYNONYM to PSAHALLY,  8. Asigna el perfile de APL_SOPORTE_DML;Baja;30
